idMeal,Meal Name,Category,Area,Instructions,Ingredients,Meal Image,YouTube Link
52989,Christmas Pudding Trifle,Dessert,British,"Peel the oranges using a sharp knife, ensuring all the pith is removed. Slice as thinly as possible and arrange over a dinner plate. Sprinkle with the demerara sugar followed by the Grand Marnier and set aside.

Crumble the Christmas pudding into large pieces and scatter over the bottom of a trifle bowl. Lift the oranges onto the pudding in a layer and pour over any juices.

Beat the mascarpone until smooth, then stir in the custard. Spoon the mixture over the top of the oranges.

Lightly whip the cream and spoon over the custard. Sprinkle with the flaked almonds and grated chocolate. You can make this a day in advance if you like, chill until ready to serve.","[""3 Orange"", ""1 tbs Demerara Sugar"", ""2 tbs Grand Marnier"", ""300g Christmas Pudding"", ""500g Custard"", ""250g Mascarpone"", ""284ml Double Cream"", ""Handful Flaked Almonds"", ""Grated Dark Chocolate""]",https://www.themealdb.com/images/media/meals/r33cud1576791081.jpg,https://www.youtube.com/watch?v=jRfyNQs5qhU
52988,Classic Christmas pudding,Dessert,British,"Get everything for the pudding prepared. Chop the almonds coarsely. Peel, core and chop the cooking apples. Sharpen your knife and chop the candied peel. (You can chop the almonds and apples in a food processor, but the peel must be done by hand.) Grate three quarters of the nutmeg (sounds a lot but it's correct).

Mix the almonds, apples, candied peel, nutmeg, raisins, flour, breadcrumbs, light muscovado sugar, eggs and 2 tbsp brandy or cognac in a large bowl. 

Holding the butter in its wrapper, grate a quarter of it into the bowl, then stir everything together. Repeat until all the butter is grated, then stir for 3-4 mins – the mixture is ready when it subsides slightly after each stir. Ask the family to stir too, and get everyone to make a wish. 

Generously butter two 1.2 litre bowls and put a circle of baking parchment in the bottom of each. Pack in the pudding mixture. Cover with a double layer of baking parchment, pleating it to allow for expansion, then tie with string (keep the paper in place with a rubber band while tying). Trim off any excess paper. 

Now stand each bowl on a large sheet of foil and bring the edges up over the top, then put another sheet of foil over the top and bring it down underneath to make a double package (this makes the puddings watertight). Tie with more string, and make a handle for easy lifting in and out of the pan. Watch our video to see how to tie up a pudding correctly.

Boil or oven steam the puddings for 8 hrs, topping up with water as necessary. Remove from the pans and leave to cool overnight. When cold, discard the messy wrappings and re-wrap in new baking parchment, foil and string. Store in a cool, dry place until Christmas. 

To make the brandy butter, cream the butter with the orange zest and icing sugar. Gradually beat in the brandy or cognac and chopped stem ginger. Put in a small bowl, fork the top attractively and put in the fridge to set. The butter will keep for a week in the fridge, or it can be frozen for up to six weeks. 

On Christmas Day, boil or oven steam for 1 hr. Unwrap and turn out. To flame, warm 3-4 tbsp brandy in a small pan, pour it over the pudding and set light to it.","[""50g Almonds"", ""2 large Bramley Apples"", ""200g Candied Peel"", ""1 whole Nutmeg"", ""1kg Raisins"", ""140g Plain Flour"", ""100g  Breadcrumbs"", ""100g  Muscovado Sugar"", ""3 Large Eggs"", ""2 tbs Brandy"", ""250g Butter""]",https://www.themealdb.com/images/media/meals/1d85821576790598.jpg,https://www.youtube.com/watch?v=Pb_lJxL1vtk
52899,Dundee cake,Dessert,British,"Put the almonds into a small bowl and pour over boiling water to just cover. Leave for 5 mins then drain in a sieve and leave to dry.
Preheat the oven to 180C/160 C fan/Gas Mark 4. Line a deep loose-based 20cm cake tin with baking parchment.
Put the butter in a large bowl and beat well until soft. Add the sugar and beat until light and fluffy. Stir in the orange zest and apricot jam.
Sieve together the flour and baking powder. Add the eggs to the creamed butter and sugar, a little at a time, beating well between each addition. If the mixture starts to curdle, stir in a little flour.
Add the remaining flour and ground almonds and mix well. Mix in the milk and then add the dried fruit and cherries and mix gently together.
Spoon the mixture into the prepared tin and spread level using the back of a spoon. Arrange the whole almonds close together in neat circles on the top of the cake. Bake in the oven for 45 mins.
Lower the oven temperature to 160C/140 C fan/Gas Mark 3 and cook for a further 60–80 minutes. Check the cake after 50 minutes by inserting a wooden or metal skewer into the cake. When it’s done it should have just a few crumbs attached. Check every 10 minutes - it’s important not to overcook this cake so the centre will be a little soft.
When cooked, remove the cake briefly from the oven, put the milk and sugar into a small pan and heat gently until the sugar has dissolved. Brush over the top of the cake and return the cake to the oven for 2-3 mins. Remove and allow the cake to cool in the tin. When quite cold remove from the tin and wrap in foil and keep for at least 2 days before cutting.","[""100g  Almonds"", ""180g Butter"", ""180g Muscovado Sugar"", ""Zest of 1 Orange"", ""3 tbs Apricot Jam"", ""225g Plain Flour"", ""1 tsp  Baking Powder"", ""3 Large Eggs"", ""100g  Ground Almonds"", ""2 tbs Milk"", ""500g Dried Fruit"", ""100g  Glace Cherry"", ""1 tbs Milk"", ""2 tsp Caster Sugar""]",https://www.themealdb.com/images/media/meals/wxyvqq1511723401.jpg,https://www.youtube.com/watch?v=4hEXsfpeMQE
52888,Eccles Cakes,Dessert,British,"To make the pastry, dice the butter and put it in the freezer to go really hard. Tip flour into the bowl of a food processor with half the butter and pulse to the texture of breadcrumbs. Pour in the lemon juice and 100ml iced water, and pulse to a dough. Tip in the rest of the butter and pulse a few times until the dough is heavily flecked with butter. It is important that you don’t overdo this as the flecks of butter are what makes the pastry flaky.
On a floured surface roll the pastry out to a neat rectangle about 20 x 30cm. Fold the two ends of the pastry into the middle (See picture 1), then fold in half (pic 2). Roll the pastry out again and refold the same way 3 more times resting the pastry for at least 15 mins each time between roll and fold, then leave to rest in the fridge for at least 30 mins before using.
To make the filling, melt the butter in a large saucepan. Take it off the heat and stir in all the other ingredients until completely mixed, then set aside.
To make the cakes, roll the pastry out until it’s just a little thicker than a £1 coin and cut out 8 rounds about 12cm across. Re-roll the trimming if needed. Place a good heaped tablespoon of mixture in the middle of each round, brush the edges of the rounds with water, then gather the pastry around the filling and squeeze it together (pic 3). Flip them over so the smooth top is upwards and pat them into a smooth round. Flatten each round with a rolling pin to an oval until the fruit just starts to poke through, then place on a baking tray. Cut 2 little slits in each Eccles cakes, brush generously with egg white and sprinkle with the sugar (pic 4).
Heat the oven to 220C/200C fan/gas 8. Bake the Eccles cakes for 15-20 mins until just past golden brown and sticky. Leave to cool on a rack and enjoy while still warm or cold with a cup of tea. If you prefer, Eccles cakes also go really well served with a wedge of hard, tangy British cheese such as Lancashire or cheddar.","[""250g Butter"", ""350g Plain Flour"", ""Juice of 1/2 Lemon"", ""25g Butter"", ""200g Currants"", ""50g Mixed Peel"", ""100g  Muscovado Sugar"", ""1 tsp  Cinnamon"", ""1 tsp  Ginger"", ""1 tsp  Allspice"", ""Zest of 1 Lemon"", ""1 beaten Eggs"", ""spinkling Sugar""]",https://www.themealdb.com/images/media/meals/wtqrqw1511639627.jpg,https://www.youtube.com/watch?v=xV0QCJ0GD5w
52791,Eton Mess,Dessert,British,"Purée half the strawberries in a blender. Chop the remaining strawberries, reserving four for decoration.
Whip the double cream until stiff peaks form, then fold in the strawberry purée and crushed meringue. Fold in the chopped strawberries and ginger cordial, if using.
Spoon equal amounts of the mixture into four cold wine glasses. Serve garnished with the remaining strawberries and a sprig of mint.","[""500g strawberries"", ""400ml double cream"", ""3 x 7.5cm meringue nests"", ""1 tbsp ginger cordial"", ""sprigs of fresh Mint""]",https://www.themealdb.com/images/media/meals/uuxwvq1483907861.jpg,https://www.youtube.com/watch?v=43WgiNq54L8
53007,Honey Yogurt Cheesecake,Dessert,Greek,"Heat oven to 160C/140C fan/gas 3. Crush the biscuits and most of the almonds inside a plastic food bag using a rolling pin. Mix with the butter, then press into the bottom of a deep, oval, 23cm dish (or something similar in size – a roasting tin, baking dish or cake tin will work). Bake for 10 mins until crisp.

Stir or mash together the yogurt and mascarpone, then whisk in the eggs, one at a time. Stir in the lemon and orange zests, then stir in most of the honey, reserving about 3 tbsp. Spread over the biscuit base, cover loosely with foil and cook for 1 hr. Remove the foil and cook for 15 mins more until lightly golden and the top is firm with just the slightest wobble in the middle. Leave to cool. Can be kept in the fridge for up to 2 days.

To serve, scatter with almonds, drizzle over the remaining honey, and hand around fresh fruit to go with it.","[""100g  Digestive Biscuits"", ""85g Almonds"", ""85g Butter"", ""250ml Greek Yogurt"", ""750g Mascarpone"", ""2 Eggs"", ""Zest of 1 Lemon"", ""Zest of 1 Orange"", ""250ml Honey"", ""To serve Fruit Mix""]",https://www.themealdb.com/images/media/meals/y2irzl1585563479.jpg,https://www.youtube.com/watch?v=JE8crtueXs8
52787,Hot Chocolate Fudge,Dessert,American,"Line an 8-inch-square baking pan with wax paper or foil, and coat with non-stick spray.
In a microwave-safe bowl, combine the dark chocolate chips, heavy cream and half of the sweetened condensed milk. Microwave the dark chocolate mixture in 20-second intervals, stirring in between each interval, until the chocolate is melted.
Add the vanilla extract to the dark chocolate mixture and stir well until smooth.
Transfer the dark chocolate mixture into the prepared pan and spread into an even layer.
In a separate bowl, combine the white chocolate chips with the remaining half of the sweetened condensed milk. Microwave the white chocolate mixture in 20-second intervals, stirring in between each interval, until the chocolate is melted.
Evenly spread the white chocolate mixture on top of dark chocolate layer.
Top the chocolate layers with the Mallow Bits or miniature marshmallows, and gently press them down.
Refrigerate for 4 hours, or until set.
Remove the fudge and wax paper from the pan. Carefully peel all of the wax paper from the fudge.
Cut the fudge into bite-sized pieces and serve.","[""2 cups Chocolate Chips"", ""2 tbs Heavy Cream"", ""1 \u2013 14-ounce can Condensed Milk"", ""1 tsp Vanilla Extract"", ""1-\u2153 cups White Chocolate Chips"", ""1-\u00bd cups Miniature Marshmallows""]",https://www.themealdb.com/images/media/meals/xrysxr1483568462.jpg,https://www.youtube.com/watch?v=oJvbsVSblfk
52890,Jam Roly-Poly,Dessert,British,"Put a deep roasting tin onto the bottom shelf of the oven, and make sure that there’s another shelf directly above it. Pull the roasting tin out on its shelf, fill two-thirds with boiling water from the kettle, then carefully slide it back in. Heat oven to 180C/160C fan/gas 4. Tear off a large sheet of foil and greaseproof paper (about 30 x 40cm). Sit the greaseproof on top of the foil and butter it.
Tip butter, flour and vanilla seeds into a food processor; pulse until the butter has disappeared. Tip into a mixing bowl. Stir through the suet, pour in the milk and work together with a cutlery knife until you get a sticky dough. You may need a drop more milk, depending on your flour.
Tip the dough out onto a floured surface, quickly pat together to smooth, then roll out to a square roughly 25 x 25cm. Spread the jam all over, leaving a gap along one edge, then roll up from the opposite edge. Pinch the jam-free edge into the dough where it meets, and pinch the ends roughly, too. Carefully lift onto the greased paper, join-side down (you might find a flat baking sheet helpful for this), loosely bring up the paper and foil around it, then scrunch together along the edges and ends to seal. The roly-poly will puff quite a bit during cooking so don’t wrap it tightly. Lift the parcel directly onto the rack above the tin and cook for 1 hr.
Let the pudding sit for 5 mins before unwrapping, then carefully open the foil and paper, and thickly slice to serve.","[""50g Butter"", ""250g Self-raising Flour"", ""1 small Vanilla"", ""50g Suet"", ""150ml Milk"", ""100g  Raspberry Jam"", ""to serve Custard""]",https://www.themealdb.com/images/media/meals/ysqupp1511640538.jpg,https://www.youtube.com/watch?v=5ZYWVQ8imVA
52859,Key Lime Pie,Dessert,American,"Heat the oven to 160C/fan 140C/gas 3. Whizz the biscuits to crumbs in a food processor (or put in a strong plastic bag and bash with a rolling pin). Mix with the melted butter and press into the base and up the sides of a 22cm loose-based tart tin. Bake in the oven for 10 minutes. Remove and cool.
Put the egg yolks in a large bowl and whisk for a minute with electric beaters. Add the condensed milk and whisk for 3 minutes then add the zest and juice and whisk again for 3 minutes. Pour the filling into the cooled base then put back in the oven for 15 minutes. Cool then chill for at least 3 hours or overnight if you like.
When you are ready to serve, carefully remove the pie from the tin and put on a serving plate. To decorate, softly whip together the cream and icing sugar. Dollop or pipe the cream onto the top of the pie and finish with extra lime zest.","[""300g Digestive Biscuits"", ""150g Butter"", ""400g Condensed Milk"", ""3 Egg Yolks"", ""4 Lime"", ""300ml  Double Cream"", ""1 tbls Icing Sugar"", ""to serve Lime""]",https://www.themealdb.com/images/media/meals/qpqtuu1511386216.jpg,https://www.youtube.com/watch?v=q4Rz7tUkX9A
53015,Krispy Kreme Donut,Dessert,American,"Dissolve yeast in warm water in 2 1/2-quart bowl. Add milk, sugar, salt, eggs, shortening and 2 cups flour. Beat on low for 30 seconds, scraping bowl constantly. Beat on medium speed for 2 minutes, scraping bowl occasionally. Stir in remaining flour until smooth. Cover and let rise until double, 50-60 minutes. (Dough is ready when indentation remains when touched.) Turn dough onto floured surface; roll around lightly to coat with flour. Gently roll dough 1/2-inch thick with floured rolling pin. Cut with floured doughnut cutter. Cover and let rise until double, 30-40 minutes.
Heat vegetable oil in deep fryer to 350°. Slide doughnuts into hot oil with wide spatula. Turn doughnuts as they rise to the surface. Fry until golden brown, about 1 minute on each side. Remove carefully from oil (do not prick surface); drain. Dip the doughnuts into creamy glaze set on rack.


Glaze: 
Heat butter until melted. Remove from heat. Stir in powdered sugar and vanilla until smooth. Stir in water, 1 tablespoon at a time, until desired consistency.","[""1/4 ounce Yeast"", ""1/4 cup Water"", ""1 1/2 cups  Water"", ""1/2 cup  Sugar"", ""1 tsp  Salt"", ""2 Eggs"", ""1/3 cup Shortening"", ""5 drops Flour"", ""Sprinking Canola Oil"", ""1/2 cup Milk"", ""2 cups  Sugar"", ""1 1/2 cups  Vanilla"", ""6 tablespoons Boiling Water"", ""1/3 cup Butter""]",https://www.themealdb.com/images/media/meals/4i5cnx1587672171.jpg,https://www.youtube.com/watch?v=SamYg6IUGOI
52900,Madeira Cake,Dessert,British,"Pre-heat the oven to 180C/350F/Gas 4. Grease an 18cm/7in round cake tin, line the base with greaseproof paper and grease the paper.
Cream the butter and sugar together in a bowl until pale and fluffy. Beat in the eggs, one at a time, beating the mixture well between each one and adding a tablespoon of the flour with the last egg to prevent the mixture curdling.
Sift the flour and gently fold in, with enough milk to give a mixture that falls slowly from the spoon. Fold in the lemon zest.
Spoon the mixture into the prepared tin and lightly level the top. Bake on the middle shelf of the oven for 30-40 minutes, or until golden-brown on top and a skewer inserted into the centre comes out clean.
Remove from the oven and set aside to cool in the tin for 10 minutes, then turn it out on to a wire rack and leave to cool completely.
To serve, decorate the cake with the candied peel.","[""175g Butter"", ""175g Caster Sugar"", ""3 Eggs"", ""250g Self-raising Flour"", ""3 tbs Milk"", ""Zest of 1 Lemon"", ""To Glaze Mixed Peel""]",https://www.themealdb.com/images/media/meals/urtqut1511723591.jpg,https://www.youtube.com/watch?v=-YDh4WEmK_E
52991,Mince Pies,Dessert,British,"To make the pastry, rub 225g cold, diced butter into 350g plain flour, then mix in 100g golden caster sugar and a pinch of salt.

Combine the pastry into a ball – don’t add liquid – and knead it briefly. The dough will be fairly firm, like shortbread dough. You can use the dough immediately, or chill for later.

Preheat the oven to 200C/gas 6/fan 180C. Line 18 holes of two 12-hole patty tins, by pressing small walnut-sized balls of pastry into each hole.

Spoon 280g mincemeat into the pies.

Take slightly smaller balls of pastry than before and pat them out between your hands to make round lids, big enough to cover the pies. 

Top the pies with their lids, pressing the edges gently together to seal – you don’t need to seal them with milk or egg as they will stick on their own. (The pies may now be frozen for up to 1 month).

Beat 1 small egg and brush the tops of the pies. Bake for 20 mins until golden. Leave to cool in the tin for 5 mins, then remove to a wire rack.

To serve, lightly dust with icing sugar.","[""225g Butter"", ""350g Plain Flour"", ""100g  Caster Sugar"", ""280g Mincemeat"", ""1 small Egg"", ""Topping Icing Sugar""]",https://www.themealdb.com/images/media/meals/qe8pf51576795532.jpg,https://www.youtube.com/watch?v=PnXft7lQNJE
52924,Nanaimo Bars,Dessert,Canadian,"Start by making the biscuit base. In a bowl, over a pan of simmering water, melt the butter with the sugar and cocoa powder, stirring occasionally until smooth. Whisk in the egg for 2 to 3 mins until the mixture has thickened. Remove from heat and mix in the biscuit crumbs, coconut and almonds if using, then press into the base of a lined 20cm square tin. Chill for 10 mins.
For the middle layer, make the custard icing; whisk together the butter, cream and custard powder until light and fluffy, then gradually add the icing sugar until fully incorporated. Spread over the bottom layer and chill in the fridge for at least 10 mins until the custard is no longer soft.
Melt the chocolate and butter together in the microwave, then spread over the chilled bars and put back in the fridge. Leave until the chocolate has fully set (about 2 hrs). Take the mixture out of the tin and slice into squares to serve.","[""125g Custard"", ""50g Caster Sugar"", ""5 tbs Cocoa"", ""1 beaten Egg"", ""200g shredded Digestive Biscuits"", ""100g  Desiccated Coconut"", ""50g Almonds"", ""100g  Butter"", ""4 tbs Double Cream"", ""3 tbs Custard Powder"", ""250g Icing Sugar"", ""150g Dark Chocolate"", ""50g Butter""]",https://www.themealdb.com/images/media/meals/vwuprt1511813703.jpg,https://www.youtube.com/watch?v=MMrE4I1ZtWo
52858,New York cheesecake,Dessert,American,"Position an oven shelf in the middle of the oven. Preheat the oven to fan 160C/conventional 180C/gas 4. Line the base of a 23cm springform cake tin with parchment paper. For the crust, melt the butter in a medium pan. Stir in the biscuit crumbs and sugar so the mixture is evenly moistened. Press the mixture into the bottom of the pan and bake for 10 minutes. Cool on a wire rack while preparing the filling.
For the filling, increase the oven temperature to fan 200C/conventional 240C/gas 9. In a table top mixer fitted with the paddle attachment, beat the soft cheese at medium-low speed until creamy, about 2 minutes. With the mixer on low, gradually add the sugar, then the flour and a pinch of salt, scraping down the sides of the bowl and the paddle twice.
Swap the paddle attachment for the whisk. Continue by adding the vanilla, lemon zest and juice. Whisk in the eggs and yolk, one at a time, scraping the bowl and whisk at least twice. Stir the 284ml carton of soured cream until smooth, then measure 200ml/7fl oz (just over 3⁄4 of the carton). Continue on low speed as you add the measured soured cream (reserve the rest). Whisk to blend, but don't over-beat. The batter should be smooth, light and somewhat airy.
Brush the sides of the springform tin with melted butter and put on a baking sheet. Pour in the filling - if there are any lumps, sink them using a knife - the top should be as smooth as possible. Bake for 10 minutes. Reduce oven temperature to fan 90C/conventional 110C/gas 1⁄4 and bake for 25 minutes more. If you gently shake the tin, the filling should have a slight wobble. Turn off the oven and open the oven door for a cheesecake that's creamy in the centre, or leave it closed if you prefer a drier texture. Let cool in the oven for 2 hours. The cheesecake may get a slight crack on top as it cools.
Combine the reserved soured cream with the 142ml carton, the sugar and lemon juice for the topping. Spread over the cheesecake right to the edges. Cover loosely with foil and refrigerate for at least 8 hours or overnight.
Run a round-bladed knife around the sides of the tin to loosen any stuck edges. Unlock the side, slide the cheesecake off the bottom of the tin onto a plate, then slide the parchment paper out from underneath.","[""85g Butter"", ""140g Sour Cream"", ""1tbsp Sugar"", ""900g Cream Cheese"", ""250g Caster Sugar"", ""3 tbs Plain Flour"", ""1 \u00bd teaspoons Lemon Juice"", ""3 Large Eggs"", ""250ml Sour Cream"", ""150ml Sour Cream"", ""1 tbsp Caster Sugar"", ""2 tsp Lemon Juice""]",https://www.themealdb.com/images/media/meals/swttys1511385853.jpg,https://www.youtube.com/watch?v=tspdJ6hxqnc
52854,Pancakes,Dessert,American,"Put the flour, eggs, milk, 1 tbsp oil and a pinch of salt into a bowl or large jug, then whisk to a smooth batter. Set aside for 30 mins to rest if you have time, or start cooking straight away.
Set a medium frying pan or crêpe pan over a medium heat and carefully wipe it with some oiled kitchen paper. When hot, cook your pancakes for 1 min on each side until golden, keeping them warm in a low oven as you go.
Serve with lemon wedges and sugar, or your favourite filling. Once cold, you can layer the pancakes between baking parchment, then wrap in cling film and freeze for up to 2 months.","[""100g  Flour"", ""2 large Eggs"", ""300ml  Milk"", ""1 tbls Sunflower Oil"", ""to serve Sugar"", ""to serve Raspberries"", ""to serve Blueberries""]",https://www.themealdb.com/images/media/meals/rwuyqx1511383174.jpg,https://www.youtube.com/watch?v=LWuuCndtJr0
52902,Parkin Cake,Dessert,British,"Heat oven to 160C/140C fan/gas 3. Grease a deep 22cm/9in square cake tin and line with baking parchment. Beat the egg and milk together with a fork.

Gently melt the syrup, treacle, sugar and butter together in a large pan until the sugar has dissolved. Remove from the heat. Mix together the oatmeal, flour and ginger and stir into the syrup mixture, followed by the egg and milk.

Pour the mixture into the tin and bake for 50 mins - 1 hr until the cake feels firm and a little crusty on top. Cool in the tin then wrap in more parchment and foil and keep for 3-5 days before eating if you can – it’ll become softer and stickier the longer you leave it, up to 2 weeks.
","[""200g Butter"", ""1 large Egg"", ""4 tbs Milk"", ""200g Golden Syrup"", ""85g Black Treacle"", ""85g Brown Sugar"", ""100g  Oatmeal"", ""250g Self-raising Flour"", ""1 tbs Ground Ginger""]",https://www.themealdb.com/images/media/meals/qxuqtt1511724269.jpg,https://www.youtube.com/watch?v=k1lG4vk2MQA
52862,Peach & Blueberry Grunt,Dessert,American,"Heat oven to 190C/170C fan/gas 5. Butter a wide shallow ovenproof dish. Blend the cornflour with the orange zest and juice, and put in a large pan with the sugar. Halve, stone and slice the peaches and add to the pan. Bring slowly to the boil, stirring gently until the sauce is shiny and thickened, about 3-4 mins. Remove from the heat, stir in the blueberries and tip into the prepared dish.
Tip the flour into a mixing bowl and add the 50g butter. Rub the butter into the flour until it resembles fine breadcrumbs, then stir in half the sugar. Mix the remaining sugar with the cinnamon and set aside.
Add the milk to the dry ingredients and mix to a soft dough. Turn out onto a lightly floured surface and knead briefly. Roll out to an oblong roughly 16 x 24cm. Brush with melted butter and sprinkle evenly with the spicy sugar. Roll up from one long side and cut into 12 slices. Arrange around the top of the dish, leaving the centre uncovered.
Bake for 20-25 mins, until the topping is crisp and golden. Serve warm.","[""1 tsp  Corn Flour"", ""Juice of 2 Orange"", ""Zest of 1 Orange"", ""2 tbs Caster Sugar"", ""6 Peaches"", ""250g Blueberries"", ""200g Self-raising Flour"", ""50g Butter"", ""100g  Muscovado Sugar"", ""1 tsp  Cinnamon"", ""6 tblsp Milk""]",https://www.themealdb.com/images/media/meals/ssxvup1511387476.jpg,https://www.youtube.com/watch?v=SNeO28BCpsc
52861,Peanut Butter Cheesecake,Dessert,American,"Oil and line a 20cm round loose- bottomed cake tin with cling film, making it as smooth as possible. Melt the butter in a pan. Crush the biscuits by bashing them in a bag with a rolling pin, then stir them into the butter until very well coated. Press the mixture firmly into the base of the tin and chill.
Soak the gelatine in water while you make the filling. Tip the ricotta into a bowl, then beat in the peanut butter and syrup. Ricotta has a slightly grainy texture so blitz until smooth with a stick blender for a smoother texture if you prefer.
Take the soaked gelatine from the water and squeeze dry. Put it into a pan with the milk and heat very gently until the gelatine dissolves. Beat into the peanut mixture, then tip onto the biscuit base. Chill until set.
To freeze, leave in the tin and as soon as it is solid, cover the surface with cling film, then wrap the tin with cling film and foil.
To defrost, thaw in the fridge overnight.
To serve, carefully remove from the tin. Whisk the cream with the sugar until it holds its shape, then spread on top of the cheesecake and scatter with the peanut brittle.","[""50g Butter"", ""175g Peanut Cookies"", ""5 Gelatine Leafs"", ""500g Ricotta"", ""175g Peanut Butter"", ""175g Golden Syrup"", ""150ml Milk"", ""275ml Double Cream"", ""2 tblsp  Light Brown Soft Sugar"", ""Crushed Peanut Brittle""]",https://www.themealdb.com/images/media/meals/qtuuys1511387068.jpg,https://www.youtube.com/watch?v=QSTsturcyL0
52958,Peanut Butter Cookies,Dessert,American,"Preheat oven to 350ºF (180ºC).
In a large bowl, mix together the peanut butter, sugar, and egg.
Scoop out a spoonful of dough and roll it into a ball. Place the cookie balls onto a nonstick baking sheet.
For extra decoration and to make them cook more evenly, flatten the cookie balls by pressing a fork down on top of them, then press it down again at a 90º angle to make a criss-cross pattern.
Bake for 8-10 minutes or until the bottom of the cookies are golden brown.
Remove from baking sheet and cool.
Enjoy!","[""1 cup  Peanut Butter"", ""1/2 cup  Sugar"", ""1 Egg""]",https://www.themealdb.com/images/media/meals/1544384070.jpg,
52916,Pear Tarte Tatin,Dessert,French,"Core the pears, then peel as neatly as possible and halve. If you like, they can be prepared up to a day ahead and kept in the fridge, uncovered, so that they dry out.
Tip the sugar, butter, star anise, cardamom and cinnamon into an ovenproof frying pan, about 20cm wide, and place over a high heat until bubbling. Shake the pan and stir the buttery sauce until it separates and the sugar caramelises to a toffee colour.
Lay the pears in the pan, then cook in the sauce for 10-12 mins, tossing occasionally, until completely caramelised. Don’t worry about them burning – they won’t – but you want to caramelise them as much as possible. Splash in the brandy and let it flambé, then set the pears aside.
Heat oven to 200C/fan 180C/gas 6. Roll the pastry out to the thickness of a £1 coin. Using a plate slightly larger than the top of the pan, cut out a circle, then press the edges of the circle of pastry to thin them out.
When the pears have cooled slightly, arrange them in the pan, cut side up, in a floral shape, with the pears around the edge pointing inwards. Rest the cinnamon stick on the top in the centre, with the cardamom pods scattered around.
Drape the pastry over the pears, then tuck the edges down the pan sides and under the fruit (see Gordon’s guide). Pierce the pastry a few times, then bake for 15 mins. If a lot of juice bubbles up the side of the pan, pour it off at this stage (see guide). Reduce oven to 180C/fan 160C/gas 4 and bake for 15 mins more until the pastry is golden. Leave the tart to stand for 10 mins, then invert it carefully onto a serving dish.","[""8 Pears"", ""100g  Caster Sugar"", ""100g  Butter"", ""2 Star Anise"", ""3 Pods Cardamom"", ""1 large Cinnamon"", ""2 tbs Brandy"", ""500g Puff Pastry""]",https://www.themealdb.com/images/media/meals/rxvxrr1511797671.jpg,https://www.youtube.com/watch?v=8U1tKWKDeWA
53022,Polskie Naleśniki (Polish Pancakes),Dessert,Polish,"Add flour, eggs, milk, water, and salt in a large bowl then mix with a hand mixer until you have a smooth, lump-free batter.
At this point, mix in the butter or the vegetable oil. Alternatively, you can use them to grease the pan before frying each pancake.
Heat a non-stick pan over medium heat, then pour in the batter, swirling the pan to help it spread.
When the pancake starts pulling away a bit from the sides, and the top is no longer wet, flip it and cook shortly on the other side as well.
Transfer to a plate. Cook the remaining batter until all used up.
Serve warm, with the filling of your choice.","[""1 cup  Flour"", ""2 Eggs"", ""1 cup  Milk"", ""3/4 cup  Water"", ""Pinch Salt"", ""1 tsp  Sugar"", ""3 tbs Butter""]",https://www.themealdb.com/images/media/meals/58bkyo1593350017.jpg,https://www.youtube.com/watch?v=EZS4ev2crHc
53046,Portuguese custard tarts,Dessert,Portuguese,"STEP 1
Roll the pastry
Mix the flour and icing sugar, and use this to dust the work surface. Roll the pastry out to make a 45 x 30cm rectangle. Roll up lengthways to create a long sausage shape.

STEP 2
Cutting pastry into rounds
Cut the pastry into 24 wheels, about 1-2cm thick.

STEP 3
Roll out each pastry portion
Roll each wheel lightly with the rolling pin to fit 2 x 12-hole non-stick fairy cake tins.

STEP 4
Press pastry into the tin
Press the pastry circles into the tins and mould into the tins to make thin cases. Chill until needed.

STEP 5
Make the infused syrup
Heat the oven to 220C/fan 200C/gas 7. Make a sugar syrup by bringing the sugar, 200ml water, lemon zest and cinnamon stick to the boil. Reduce until syrupy, allow to cool, then remove the cinnamon and lemon. Whisk the eggs, egg yolks and cornflour until smooth in another large pan.

STEP 6
Making custard
Heat the milk and vanilla pod seeds in a separate pan until just below the boil. Gradually pour the hot milk over the eggs and cornflour, then cook on a low heat, continually whisking.

STEP 7
Add syrup to custard
Add the cooled sugar syrup to the custard and whisk until thickened slightly.

STEP 8
Pour custard into the tins
Pour the custard through a sieve. Pour into the pastry cases and bake for 15 minutes until the pastry is golden and the custard has darkened.

STEP 9
cool and dust with icing sugar
Cool completely in the tins then sift over icing sugar and ground cinnamon to serve.



 ","[""2 tbs Plain Flour"", ""2 tbs Icing Sugar"", ""375g Puff Pastry"", ""250g Caster Sugar"", ""2 strips Lemon Zest"", ""1 Stick Cinnamon"", ""2 Eggs"", ""4 Egg Yolks"", ""50g Corn Flour"", ""500ml Whole Milk"", ""Pod of Vanilla"", ""To serve Cinnamon""]",https://www.themealdb.com/images/media/meals/vmz7gl1614350221.jpg,https://www.youtube.com/watch?v=lWLCxui1Mw8
